"","Time","New users prediction AR","New users prediction CO","New users prediction EC","New users prediction GT","New users prediction HN","New users prediction MX","New users prediction PE"
"1",Apr 2022,431.947252747254,-163.494505495299,602.149450549739,129.224175824085,127.775824175682,623.945054944837,518.408791208989
"2",Jul 2022,407.637362637353,-452.417582418304,722.670329670655,81.7912087910809,83.0659340657876,469.461538461503,610.703296703519
