"","Time","Returning users prediction AR","Returning users prediction CO","Returning users prediction EC","Returning users prediction GT","Returning users prediction HN","Returning users prediction MX","Returning users prediction PE"
"1",Apr 2022,657.900000000373,569.09999999986,522.59999999986,391.800000000047,316.999999999884,1753.40000000037,502.59999999986
"2",Jul 2022,919.800000000279,785.399999999907,732,547.200000000186,438.199999999837,2449.40000000037,696.399999999907
