"","Time","Returning users prediction AR","Returning users prediction CO","Returning users prediction EC","Returning users prediction GT","Returning users prediction HN","Returning users prediction MX","Returning users prediction PE"
"1",Apr 2022,-84.6866028704681,-456.809295967221,224.803827751195,-4.58509911142755,9.14456596039236,91.1999316471629,203.252904989698
"2",Jul 2022,-246.492822966306,-890.045796309132,257.43062200956,-107.823650034145,-78.9863294599345,-307.257689679042,221.451811346516
