"","Time","New users prediction AR","New users prediction CO","New users prediction EC","New users prediction GT","New users prediction HN","New users prediction MX","New users prediction PE"
"1",Apr 2022,924.466666665627,236.876190476411,622.980952380574,320.123809523415,225.352380952245,1142.28571428475,412.752380952392
"2",Jul 2022,1145.26666666567,201.990476190695,731.152380951913,388.009523809189,252.180952380819,1328.71428571315,417.980952380974
