"","Time","Total users prediction AR","Total users prediction CO","Total users prediction EC","Total users prediction GT","Total users prediction HN","Total users prediction MX","Total users prediction PE"
"1",Apr 2022,305.446153845987,-144.619780220557,591.782417582581,175.004395604366,190.230769230635,776.5142857139,556.575824176078
"2",Jul 2022,198.263736263616,-593.868131869007,697.164835165022,89.0659340658458,121.890109890024,414.71428571362,640.780219780398
